url,title,year,mileage,transmission,color,description,volume,engine,acceleration,fuel,price
/car/detail-c8tz2irg-samand-lx-basic-1395,سمند، LX,1395,"185,000 km",دنده ای,سفید / داخل کرم,فروش فوری سیستم مولتی پلکس، دریچه گاز سیمی، بدنه تمام فابریک، شاسی ها سالم،فنی سالم و سرحال، تمامی مصرفی ها قبل از عید تعویض شده(به ارزش ۲۵ ملیون)، دارای ؛ روکش صندلی،کفی قالبی،دور فرمان،تمام شیشه ها دودی، ۴ حلقه رینگ و لاستیک سایز پهن ۱۰۰٪ (به ارزش ۲۱ ملیون) ،رو داشبردی و...، سند و مدارک به نام و آماده انتقال،به نسبت شرایط و هزینه هایی که براش شده قیمت رو مناسب گذاشتم، ,1.8 لیتر,4 سیلندر XU7,13.1 ثانیه,8.3 لیتر در صد کیلومتر,"865,000,000"
/car/detail-tfomb4hj-samand-lx-ef7-1392,سمند، LX,1392,"220,000 km",دنده ای,سفید / داخل قهوه ای,"4 تیکه رنگ به علاوه لیسه گیری
خرج های جزئی بدنه و فنی داره که قیمتش رو کسر کردم 
تخفیف به خریدار پای معامله 
 فروش ترجیها به مصرف کننده 
برای بازدید تماس بگیرید
ساعت پاسخگویی 8 صبح الی 23",1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"564,000,000"
/car/detail-xqp3n18e-samand-lx-ef7cng-1399,سمند، LX,1399,"70,000 km",دنده ای,سفید / داخل کرم,"تمیز
شیشه ۳۰ درصد دودی
",1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"1,100,000,000"
/car/detail-dgh3efjt-samand-lx-basic-1399,سمند، LX,1399,"94,000 km",دنده ای,سفید / داخل نقره ای,"کارکرد واقعی
رینگ و لاستیک ۱۰۰ درصد 
خط و خش و رنگ ندارد 
شاسی ها سالم 
سیتم صوتی خوب به ارزش ۱۰۰ میلیون 
شیشه دودی ۴۰ درصد سالم 
دوربین دنده عقب 
بیمه یک ساله 
هیدلات به ارزش ۷ میلیون تومان 
جی پی اس مارکو 
باطری ۷۴ وات نوع 
دوربین ثبت واقعای 
کمک جلوی کی دی اس 
قیمت ماشین هم تخفیف دارد",1.8 لیتر,4 سیلندر XU7,13.1 ثانیه,8.3 لیتر در صد کیلومتر,"1,200,000,000"
/car/detail-enmkjh7t-samand-lx-basic-1390,سمند، LX,1390,"380,000 km",دنده ای,سفید / داخل بژ,"با موتور xu7 
یه در رنگ ( عقب راست)
فنی سالم به شرط 
مصرفی ها تعویض 
اتاق سالم و تمیز 
ماشین برای استفاده",1.8 لیتر,4 سیلندر XU7,13.1 ثانیه,8.3 لیتر در صد کیلومتر,"655,000,000"
/car/detail-l9wq7zx1-samand-lx-ef7-1398,سمند، LX,1398,"109,000 km",دنده ای,سفید / داخل مشکی,"بیمه تا برج ۹ 
مصرفی ها به موقع تعویض شده 
دارای سنسور عقب
لیسه گلگیر عقب 
مصرف کننده واقعی تماس بگیرد",1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"1,090,000,000"
/car/detail-aqwmhjjf-samand-lx-basic-1390,سمند، LX,1390,"444,000 km",دنده ای,سفید / داخل -,"بیمه ثالث تا برج ۵، کاپوت حدود ۲۰ سانتی متر رنگ شده، احتمالا گلگیر سمت راننده هم تعویض شده باشه.
زیر پا عالی",1.8 لیتر,4 سیلندر XU7,13.1 ثانیه,8.3 لیتر در صد کیلومتر,"590,000,000"
/car/detail-xjl6bnzh-samand-lx-basic-1397,سمند، LX,1397,"126,000 km",دنده ای,سفید / داخل کرم," شاسی سالم
بیمه ۸ ماه
رینگ پنج پر
فنی عالی و بدون ایراد
بسیار کم کار  ",1.8 لیتر,4 سیلندر XU7,13.1 ثانیه,8.3 لیتر در صد کیلومتر,"690,000,000"
/car/detail-l7p1lrtx-samand-lx-basic-1395,سمند، LX,1395,"217,000 km",دنده ای,سفید / داخل کرم,"شاسی سالم
",1.8 لیتر,4 سیلندر XU7,13.1 ثانیه,8.3 لیتر در صد کیلومتر,"710,000,000"
/car/detail-9cg8qcty-samand-lx-basic-1390,سمند، LX,1390,"340,000 km",دنده ای,سفید / داخل کرم,باسلام خیلی ماشین تمیز فنی بسیار عالی پایه معامله هم تخفیف میدم,1.8 لیتر,4 سیلندر XU7,13.1 ثانیه,8.3 لیتر در صد کیلومتر,"600,000,000"
/car/detail-nuyjs12c-samand-lx-ef7cng-1399,سمند، LX,1399,"100,000 km",دنده ای,زرد / داخل -,ماشین در پارکینگ است بدلیل هزینه انتقال سند تاکسیرانی,1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"800,000,000"
/car/detail-zghhet24-samand-lx-basic-1391,سمند، LX,1391,"253,000 km",دنده ای,سفید / داخل -," کاملا خانگی 
ماشی دوم خونه بوده تمیز
لاستیک خارجی
تازه تعمیر
جلو بندی و تسمه تایم تازه عوض شده 
کاملا تمیز",1.8 لیتر,4 سیلندر XU7,13.1 ثانیه,8.3 لیتر در صد کیلومتر,"680,000,000"
/car/detail-lwhv9sjj-samand-lx-basic-1392,سمند، LX,1392,"43,800 km",دنده ای,سفید / داخل کرم,"باسلام 
 دوگانه سوز تبدیلی 
بیمه شخص ثالث تابرج ۷ معاینه فنی تابرج ۷
باتشکر.",1.8 لیتر,4 سیلندر XU7,13.1 ثانیه,8.3 لیتر در صد کیلومتر,"685,000,000"
/car/detail-aodxkki2-samand-lx-ef7-1397,سمند، LX,1397,"275,000 km",دنده ای,سفید / داخل خاکستری,,1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"780,000,000"
/car/detail-qpwsmhwc-samand-lx-basic-1400,سمند، LX,1400,"135,000 km",دنده ای,سفید / داخل قهوه ای," تمام فابریک
ماشین کاملاً سالم و بدون خرج
بدون ضربه – بدنه سالم
داخل کابین بسیار تمیز و مرتب
داشبورد جدید مدل داشبورد سورن
بیمه تا چند ماه آینده اعتبار داره و معاینه فنی معتبره
قابل معاوضه نیست نقدی فقط
تخفیف مناسب سر معامله برای خریدار واقعی",1.8 لیتر,4 سیلندر XU7,13.1 ثانیه,8.3 لیتر در صد کیلومتر,"1,050,000,000"
/car/detail-ycei7tzh-samand-lx-ef7cng-1390,سمند، LX,1390,"290,000 km",دنده ای,سفید / داخل خاکستری,"۴حلقه لاستیک نو 
از نظر موتوری سالم و عالی",1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"510,000,000"
/car/detail-q35ugbfs-samand-lx-ef7-1392,سمند، LX,1392,"400,000 km",دنده ای,سفید / داخل خاکستری,,1.7 لیتر,4 سیلندر EF7,12 ثانیه,7.5 لیتر در صد کیلومتر,"700,000,000"
/car/detail-eaw9jquw-samand-lx-basic-1395,سمند، LX,1395,"45,000 km",دنده ای,نوک مدادی / داخل مشکی,,1.8 لیتر,4 سیلندر XU7,13.1 ثانیه,8.3 لیتر در صد کیلومتر,"1,300,000,000"
